INSERTION,DELETION,SUM,SUBTRACT,"INSERTION,DELETION,SUM,SUBTRACT",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,1,4,2,"3,1,4,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
4,2,6,2,"4,2,6,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
8,12,20,-4,"8,12,20,-4",,
13,5,18,8,"13,5,18,8",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,1,4,2,"3,1,4,2",,
2,0,2,2,"2,0,2,2",,
4,1,5,3,"4,1,5,3",,
13,5,18,8,"13,5,18,8",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
5,2,7,3,"5,2,7,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,1,4,2,"3,1,4,2",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
3,1,4,2,"3,1,4,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
4,2,6,2,"4,2,6,2",,
5,2,7,3,"5,2,7,3",,
3,0,3,3,"3,0,3,3",,
6,4,10,2,"6,4,10,2",,
3,0,3,3,"3,0,3,3",,
3,2,5,1,"3,2,5,1",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
5,2,7,3,"5,2,7,3",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
6,5,11,1,"6,5,11,1",,
2,0,2,2,"2,0,2,2",,
3,0,3,3,"3,0,3,3",,
12,5,17,7,"12,5,17,7",,
4,1,5,3,"4,1,5,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
34,0,34,34,"34,0,34,34",,
2,1,3,1,"2,1,3,1",,
14,3,17,11,"14,3,17,11",,
4,1,5,3,"4,1,5,3",,
16,0,16,16,"16,0,16,16",,
3,1,4,2,"3,1,4,2",,
6,0,6,6,"6,0,6,6",,
12,4,16,8,"12,4,16,8",,
2,0,2,2,"2,0,2,2",,
48,17,65,31,"48,17,65,31",,
6,1,7,5,"6,1,7,5",,
4,1,5,3,"4,1,5,3",,
17,6,23,11,"17,6,23,11",,
11,0,11,11,"11,0,11,11",,
43,8,51,35,"43,8,51,35",,
5,1,6,4,"5,1,6,4",,
6,4,10,2,"6,4,10,2",,
8,2,10,6,"8,2,10,6",,
9,6,15,3,"9,6,15,3",,
0,1,1,-1,"0,1,1,-1",,
61,19,80,42,"61,19,80,42",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
0,7,7,-7,"0,7,7,-7",,
6,0,6,6,"6,0,6,6",,
3,3,6,0,"3,3,6,0",,
2,2,4,0,"2,2,4,0",,
0,1,1,-1,"0,1,1,-1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
4,0,4,4,"4,0,4,4",,
3,1,4,2,"3,1,4,2",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
4,0,4,4,"4,0,4,4",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
0,2,2,-2,"0,2,2,-2",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,3,3,-3,"0,3,3,-3",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
3,3,6,0,"3,3,6,0",,
3,3,6,0,"3,3,6,0",,
11,2,13,9,"11,2,13,9",,
3,3,6,0,"3,3,6,0",,
0,1,1,-1,"0,1,1,-1",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
3,3,6,0,"3,3,6,0",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
3,1,4,2,"3,1,4,2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
8,4,12,4,"8,4,12,4",,
3,0,3,3,"3,0,3,3",,
4,0,4,4,"4,0,4,4",,
1,0,1,1,"1,0,1,1",,
14,11,25,3,"14,11,25,3",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
10,5,15,5,"10,5,15,5",,
1,1,2,0,"1,1,2,0",,
1,2,3,-1,"1,2,3,-1",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
58,5,63,53,"58,5,63,53",,
9,0,9,9,"9,0,9,9",,
2,1,3,1,"2,1,3,1",,
9,2,11,7,"9,2,11,7",,
25,6,31,19,"25,6,31,19",,
2,2,4,0,"2,2,4,0",,
2,0,2,2,"2,0,2,2",,
36,0,36,36,"36,0,36,36",,
1,0,1,1,"1,0,1,1",,
9,2,11,7,"9,2,11,7",,
2,1,3,1,"2,1,3,1",,
3,1,4,2,"3,1,4,2",,
7,3,10,4,"7,3,10,4",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
34,0,34,34,"34,0,34,34",,
4,0,4,4,"4,0,4,4",,
6,0,6,6,"6,0,6,6",,
35,0,35,35,"35,0,35,35",,
36,0,36,36,"36,0,36,36",,
3,0,3,3,"3,0,3,3",,
5,0,5,5,"5,0,5,5",,
5,0,5,5,"5,0,5,5",,
8,4,12,4,"8,4,12,4",,
5,4,9,1,"5,4,9,1",,
2,1,3,1,"2,1,3,1",,
4,4,8,0,"4,4,8,0",,
2,1,3,1,"2,1,3,1",,
2,2,4,0,"2,2,4,0",,
27,2,29,25,"27,2,29,25",,
2,3,5,-1,"2,3,5,-1",,
2,2,4,0,"2,2,4,0",,
2,0,2,2,"2,0,2,2",,
2,2,4,0,"2,2,4,0",,
0,1,1,-1,"0,1,1,-1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
19,3,22,16,"19,3,22,16",,
100,0,100,100,"100,0,100,100",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
0,25,25,-25,"0,25,25,-25",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
