INSERTION,DELETION,SUM,SUBTRACT,"INSERTION,DELETION,SUM,SUBTRACT",,
2,1,3,1,"2,1,3,1",,
0,1,1,-1,"0,1,1,-1",,
2,1,3,1,"2,1,3,1",,
1,3,4,-2,"1,3,4,-2",,
48,9,57,39,"48,9,57,39",,
1,0,1,1,"1,0,1,1",,
72,55,127,17,"72,55,127,17",,
13,0,13,13,"13,0,13,13",,
7,2,9,5,"7,2,9,5",,
43,0,43,43,"43,0,43,43",,
12,46,58,-34,"12,46,58,-34",,
61,0,61,61,"61,0,61,61",,
1,1,2,0,"1,1,2,0",,
3,1,4,2,"3,1,4,2",,
10,0,10,10,"10,0,10,10",,
28,12,40,16,"28,12,40,16",,
14,2,16,12,"14,2,16,12",,
61,3,64,58,"61,3,64,58",,
29,0,29,29,"29,0,29,29",,
7,0,7,7,"7,0,7,7",,
25,0,25,25,"25,0,25,25",,
6,2,8,4,"6,2,8,4",,
16,0,16,16,"16,0,16,16",,
1,0,1,1,"1,0,1,1",,
205,0,205,205,"205,0,205,205",,
2,0,2,2,"2,0,2,2",,
15,12,27,3,"15,12,27,3",,
7,18,25,-11,"7,18,25,-11",,
3,3,6,0,"3,3,6,0",,
3,3,6,0,"3,3,6,0",,
77,0,77,77,"77,0,77,77",,
8,28,36,-20,"8,28,36,-20",,
8,25,33,-17,"8,25,33,-17",,
45,0,45,45,"45,0,45,45",,
11,6,17,5,"11,6,17,5",,
4,3,7,1,"4,3,7,1",,
7,2,9,5,"7,2,9,5",,
5,10,15,-5,"5,10,15,-5",,
10,11,21,-1,"10,11,21,-1",,
7,8,15,-1,"7,8,15,-1",,
13,16,29,-3,"13,16,29,-3",,
10,11,21,-1,"10,11,21,-1",,
2,2,4,0,"2,2,4,0",,
3,3,6,0,"3,3,6,0",,
4,5,9,-1,"4,5,9,-1",,
4,5,9,-1,"4,5,9,-1",,
10,9,19,1,"10,9,19,1",,
18,14,32,4,"18,14,32,4",,
18,23,41,-5,"18,23,41,-5",,
11,8,19,3,"11,8,19,3",,
13,12,25,1,"13,12,25,1",,
2,5,7,-3,"2,5,7,-3",,
10,6,16,4,"10,6,16,4",,
3,3,6,0,"3,3,6,0",,
19,13,32,6,"19,13,32,6",,
3,4,7,-1,"3,4,7,-1",,
4,4,8,0,"4,4,8,0",,
3,3,6,0,"3,3,6,0",,
24,19,43,5,"24,19,43,5",,
43,35,78,8,"43,35,78,8",,
15,9,24,6,"15,9,24,6",,
65,71,136,-6,"65,71,136,-6",,
3,3,6,0,"3,3,6,0",,
31,26,57,5,"31,26,57,5",,
8,8,16,0,"8,8,16,0",,
10,9,19,1,"10,9,19,1",,
11,10,21,1,"11,10,21,1",,
2,2,4,0,"2,2,4,0",,
11,10,21,1,"11,10,21,1",,
8,8,16,0,"8,8,16,0",,
18,18,36,0,"18,18,36,0",,
1,1,2,0,"1,1,2,0",,
40,32,72,8,"40,32,72,8",,
11,9,20,2,"11,9,20,2",,
3,3,6,0,"3,3,6,0",,
26,13,39,13,"26,13,39,13",,
3,3,6,0,"3,3,6,0",,
10,9,19,1,"10,9,19,1",,
26,14,40,12,"26,14,40,12",,
62,68,130,-6,"62,68,130,-6",,
12,12,24,0,"12,12,24,0",,
34,26,60,8,"34,26,60,8",,
2,1,3,1,"2,1,3,1",,
3,0,3,3,"3,0,3,3",,
11,0,11,11,"11,0,11,11",,
63,52,115,11,"63,52,115,11",,
6,0,6,6,"6,0,6,6",,
13,0,13,13,"13,0,13,13",,
7,3,10,4,"7,3,10,4",,
22,1,23,21,"22,1,23,21",,
8,0,8,8,"8,0,8,8",,
12,2,14,10,"12,2,14,10",,
34,28,62,6,"34,28,62,6",,
7,0,7,7,"7,0,7,7",,
18,2,20,16,"18,2,20,16",,
14,18,32,-4,"14,18,32,-4",,
45,0,45,45,"45,0,45,45",,
3,4,7,-1,"3,4,7,-1",,
1,1,2,0,"1,1,2,0",,
12,4,16,8,"12,4,16,8",,
7,0,7,7,"7,0,7,7",,
1,0,1,1,"1,0,1,1",,
0,1,1,-1,"0,1,1,-1",,
0,2,2,-2,"0,2,2,-2",,
1,1,2,0,"1,1,2,0",,
0,2,2,-2,"0,2,2,-2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
48,80,128,-32,"48,80,128,-32",,
35,74,109,-39,"35,74,109,-39",,
4,2,6,2,"4,2,6,2",,
4,0,4,4,"4,0,4,4",,
28,4,32,24,"28,4,32,24",,
5,0,5,5,"5,0,5,5",,
13,1,14,12,"13,1,14,12",,
7,4,11,3,"7,4,11,3",,
7,2,9,5,"7,2,9,5",,
18,2,20,16,"18,2,20,16",,
171,0,171,171,"171,0,171,171",,
1,0,1,1,"1,0,1,1",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
8,11,19,-3,"8,11,19,-3",,
1,0,1,1,"1,0,1,1",,
18,33,51,-15,"18,33,51,-15",,
23,39,62,-16,"23,39,62,-16",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
13,11,24,2,"13,11,24,2",,
12,17,29,-5,"12,17,29,-5",,
3,5,8,-2,"3,5,8,-2",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
20,33,53,-13,"20,33,53,-13",,
11,13,24,-2,"11,13,24,-2",,
9,11,20,-2,"9,11,20,-2",,
60,72,132,-12,"60,72,132,-12",,
5,9,14,-4,"5,9,14,-4",,
18,19,37,-1,"18,19,37,-1",,
28,32,60,-4,"28,32,60,-4",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
8,0,8,8,"8,0,8,8",,
18,0,18,18,"18,0,18,18",,
10,0,10,10,"10,0,10,10",,
4,0,4,4,"4,0,4,4",,
105,97,202,8,"105,97,202,8",,
74,56,130,18,"74,56,130,18",,
59,23,82,36,"59,23,82,36",,
23,3,26,20,"23,3,26,20",,
3,1,4,2,"3,1,4,2",,
8,3,11,5,"8,3,11,5",,
0,1,1,-1,"0,1,1,-1",,
17,2,19,15,"17,2,19,15",,
24,61,85,-37,"24,61,85,-37",,
102,0,102,102,"102,0,102,102",,
93,0,93,93,"93,0,93,93",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
9,3,12,6,"9,3,12,6",,
37,4,41,33,"37,4,41,33",,
1,0,1,1,"1,0,1,1",,
2,1,3,1,"2,1,3,1",,
3,5,8,-2,"3,5,8,-2",,
7,1,8,6,"7,1,8,6",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
12,0,12,12,"12,0,12,12",,
1,1,2,0,"1,1,2,0",,
12,0,12,12,"12,0,12,12",,
2,0,2,2,"2,0,2,2",,
71,29,100,42,"71,29,100,42",,
58,0,58,58,"58,0,58,58",,
57,0,57,57,"57,0,57,57",,
10,0,10,10,"10,0,10,10",,
28,0,28,28,"28,0,28,28",,
28,0,28,28,"28,0,28,28",,
4,0,4,4,"4,0,4,4",,
2,1,3,1,"2,1,3,1",,
4,0,4,4,"4,0,4,4",,
4,0,4,4,"4,0,4,4",,
4,0,4,4,"4,0,4,4",,
5,2,7,3,"5,2,7,3",,
1,1,2,0,"1,1,2,0",,
4,0,4,4,"4,0,4,4",,
12,0,12,12,"12,0,12,12",,
6,0,6,6,"6,0,6,6",,
15,1,16,14,"15,1,16,14",,
4,2,6,2,"4,2,6,2",,
31,12,43,19,"31,12,43,19",,
13,2,15,11,"13,2,15,11",,
188,0,188,188,"188,0,188,188",,
10,3,13,7,"10,3,13,7",,
13,9,22,4,"13,9,22,4",,
1,1,2,0,"1,1,2,0",,
50,29,79,21,"50,29,79,21",,
5,0,5,5,"5,0,5,5",,
3,0,3,3,"3,0,3,3",,
5,0,5,5,"5,0,5,5",,
5,0,5,5,"5,0,5,5",,
21,9,30,12,"21,9,30,12",,
24,4,28,20,"24,4,28,20",,
4,2,6,2,"4,2,6,2",,
2,1,3,1,"2,1,3,1",,
3,2,5,1,"3,2,5,1",,
30,4,34,26,"30,4,34,26",,
1,0,1,1,"1,0,1,1",,
6,1,7,5,"6,1,7,5",,
9,0,9,9,"9,0,9,9",,
5,5,10,0,"5,5,10,0",,
5,5,10,0,"5,5,10,0",,
11,11,22,0,"11,11,22,0",,
27,0,27,27,"27,0,27,27",,
25,0,25,25,"25,0,25,25",,
32,0,32,32,"32,0,32,32",,
0,69,69,-69,"0,69,69,-69",,
1,0,1,1,"1,0,1,1",,
3,0,3,3,"3,0,3,3",,
11,1,12,10,"11,1,12,10",,
4,2,6,2,"4,2,6,2",,
7,2,9,5,"7,2,9,5",,
3,1,4,2,"3,1,4,2",,
10,1,11,9,"10,1,11,9",,
144,0,144,144,"144,0,144,144",,
25,0,25,25,"25,0,25,25",,
33,0,33,33,"33,0,33,33",,
21,0,21,21,"21,0,21,21",,
3,1,4,2,"3,1,4,2",,
6,3,9,3,"6,3,9,3",,
3,1,4,2,"3,1,4,2",,
15,15,30,0,"15,15,30,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
6,0,6,6,"6,0,6,6",,
4,0,4,4,"4,0,4,4",,
13,1,14,12,"13,1,14,12",,
6,2,8,4,"6,2,8,4",,
8,3,11,5,"8,3,11,5",,
8,3,11,5,"8,3,11,5",,
45,0,45,45,"45,0,45,45",,
16,0,16,16,"16,0,16,16",,
6,3,9,3,"6,3,9,3",,
10,2,12,8,"10,2,12,8",,
8,2,10,6,"8,2,10,6",,
19,0,19,19,"19,0,19,19",,
16,0,16,16,"16,0,16,16",,
7,2,9,5,"7,2,9,5",,
4,1,5,3,"4,1,5,3",,
19,0,19,19,"19,0,19,19",,
52,10,62,42,"52,10,62,42",,
28,17,45,11,"28,17,45,11",,
50,0,50,50,"50,0,50,50",,
63,0,63,63,"63,0,63,63",,
4,0,4,4,"4,0,4,4",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
44,0,44,44,"44,0,44,44",,
6,0,6,6,"6,0,6,6",,
1,1,2,0,"1,1,2,0",,
17,1,18,16,"17,1,18,16",,
12,8,20,4,"12,8,20,4",,
12,0,12,12,"12,0,12,12",,
6,0,6,6,"6,0,6,6",,
71,0,71,71,"71,0,71,71",,
4,0,4,4,"4,0,4,4",,
34,65,99,-31,"34,65,99,-31",,
2,1,3,1,"2,1,3,1",,
11,0,11,11,"11,0,11,11",,
4,0,4,4,"4,0,4,4",,
4,0,4,4,"4,0,4,4",,
2,1,3,1,"2,1,3,1",,
5,4,9,1,"5,4,9,1",,
51,17,68,34,"51,17,68,34",,
3,2,5,1,"3,2,5,1",,
9,7,16,2,"9,7,16,2",,
4,6,10,-2,"4,6,10,-2",,
4,2,6,2,"4,2,6,2",,
48,107,155,-59,"48,107,155,-59",,
1,1,2,0,"1,1,2,0",,
1,2,3,-1,"1,2,3,-1",,
0,153,153,-153,"0,153,153,-153",,
147,0,147,147,"147,0,147,147",,
2,4,6,-2,"2,4,6,-2",,
1,2,3,-1,"1,2,3,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,2,3,-1,"1,2,3,-1",,
1,2,3,-1,"1,2,3,-1",,
1,2,3,-1,"1,2,3,-1",,
8,10,18,-2,"8,10,18,-2",,
2,3,5,-1,"2,3,5,-1",,
1,2,3,-1,"1,2,3,-1",,
2,4,6,-2,"2,4,6,-2",,
2,3,5,-1,"2,3,5,-1",,
1,2,3,-1,"1,2,3,-1",,
0,380,380,-380,"0,380,380,-380",,
315,0,315,315,"315,0,315,315",,
3,2,5,1,"3,2,5,1",,
2,1,3,1,"2,1,3,1",,
23,15,38,8,"23,15,38,8",,
4,2,6,2,"4,2,6,2",,
15,8,23,7,"15,8,23,7",,
1,2,3,-1,"1,2,3,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
1,0,1,1,"1,0,1,1",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
3,2,5,1,"3,2,5,1",,
8,1,9,7,"8,1,9,7",,
6,2,8,4,"6,2,8,4",,
9,0,9,9,"9,0,9,9",,
7,0,7,7,"7,0,7,7",,
6,1,7,5,"6,1,7,5",,
1,1,2,0,"1,1,2,0",,
6,2,8,4,"6,2,8,4",,
57,0,57,57,"57,0,57,57",,
21,7,28,14,"21,7,28,14",,
27,5,32,22,"27,5,32,22",,
5,17,22,-12,"5,17,22,-12",,
45,0,45,45,"45,0,45,45",,
10,2,12,8,"10,2,12,8",,
3,1,4,2,"3,1,4,2",,
4,0,4,4,"4,0,4,4",,
33,0,33,33,"33,0,33,33",,
85,0,85,85,"85,0,85,85",,
35,0,35,35,"35,0,35,35",,
4,0,4,4,"4,0,4,4",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
1,14,15,-13,"1,14,15,-13",,
2,0,2,2,"2,0,2,2",,
2,2,4,0,"2,2,4,0",,
12,1,13,11,"12,1,13,11",,
14,0,14,14,"14,0,14,14",,
2,1,3,1,"2,1,3,1",,
14,12,26,2,"14,12,26,2",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
4,0,4,4,"4,0,4,4",,
14,0,14,14,"14,0,14,14",,
9,5,14,4,"9,5,14,4",,
53,11,64,42,"53,11,64,42",,
4,2,6,2,"4,2,6,2",,
1,0,1,1,"1,0,1,1",,
47,0,47,47,"47,0,47,47",,
3,0,3,3,"3,0,3,3",,
48,0,48,48,"48,0,48,48",,
16,0,16,16,"16,0,16,16",,
2,2,4,0,"2,2,4,0",,
11,0,11,11,"11,0,11,11",,
88,82,170,6,"88,82,170,6",,
34,0,34,34,"34,0,34,34",,
6,6,12,0,"6,6,12,0",,
6,0,6,6,"6,0,6,6",,
4,0,4,4,"4,0,4,4",,
48,0,48,48,"48,0,48,48",,
75,0,75,75,"75,0,75,75",,
77,0,77,77,"77,0,77,77",,
4,0,4,4,"4,0,4,4",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
2,78,80,-76,"2,78,80,-76",,
96,0,96,96,"96,0,96,96",,
3,0,3,3,"3,0,3,3",,
4,3,7,1,"4,3,7,1",,
39,0,39,39,"39,0,39,39",,
3,3,6,0,"3,3,6,0",,
9,0,9,9,"9,0,9,9",,
6,0,6,6,"6,0,6,6",,
68,0,68,68,"68,0,68,68",,
25,0,25,25,"25,0,25,25",,
11,0,11,11,"11,0,11,11",,
5,0,5,5,"5,0,5,5",,
1,0,1,1,"1,0,1,1",,
36,0,36,36,"36,0,36,36",,
6,0,6,6,"6,0,6,6",,
5,0,5,5,"5,0,5,5",,
232,0,232,232,"232,0,232,232",,
101,0,101,101,"101,0,101,101",,
362,0,362,362,"362,0,362,362",,
108,0,108,108,"108,0,108,108",,
4,0,4,4,"4,0,4,4",,
9,0,9,9,"9,0,9,9",,
7,0,7,7,"7,0,7,7",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
5,0,5,5,"5,0,5,5",,
5,0,5,5,"5,0,5,5",,
13,0,13,13,"13,0,13,13",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
100,67,167,33,"100,67,167,33",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
55,4,59,51,"55,4,59,51",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
52,0,52,52,"52,0,52,52",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
